sku,account_ref,user_ref,quantity,value
HJZPZE,XBJZBSMBXQOCXT,AUKHHSUPSNYC,1,613.9
EFPFJI,ANGWLWJLYYJIXF,NFWPKFQBNRZF,1,96.24
KBHTFB,,,3,413.58
AUHZGT,,,1,581.8
EEROKO,,,3,204.72
IAIMRD,UOWXATHHXSJHDE,XETIJZPOVZQI,3,124.53
QUSRRN,,,3,403.78
AMTBLL,,,2,179.04
KVGOSP,,,3,398.52
APCBZM,,,2,135.45
TCBLGM,,,2,310.4
JDFLIV,QOVQVZCVNPYBXR,,3,281.74
OHUVQY,,,3,144.9
WCIMJS,NFIEBBHXCWPEEG,,1,397.22
YGUJAN,,,1,583.14
BZCNOL,MHARMSXMKRHDLD,XXFBUYLDALJT,2,359.91
ZRJOLV,RKXCYQTKAKTOTF,PYPFKTOMSTUZ,1,165.09
QIQVFG,,,1,390.57
SKTRQW,,,1,666.27
LVEZKE,,,1,43.33
NWKRRY,LSPPSBHPUABPYI,,1,257.93
CNGQUQ,FZURKKZQCNWNTK,XNMKIUIBJQHV,1,437.8
DGTCUL,,,2,309.73
YFPQSH,ATJMTHEDQNVYFC,,1,85.1
CNGQUQ,,,3,446.14
QWUCSE,,,3,380.48
NHREID,,,3,27.1
COFYUV,,,1,210.92
GJZQTY,,,2,94.39
WNSCAP,UERRUZRLMUYDAQ,QUSSXDTDBLLW,3,189.69
EELKQP,,,1,363.27
ANKLNF,FESHWTLWNOYOHE,,1,114.85
SHTHGE,,,3,275.65
ZYFYCT,OMRGZBPSDQEVSU,,1,487.84
HHUWCI,NSJERDKRNAJKQR,,3,144.4
VGDKRJ,,,1,356.47
OUQRDG,,,3,75.76
VYHDDU,,,1,412.91
FDHWTP,YHCMNTMMBNQLEJ,,3,153.17
CAKDMK,YBYXANBLLDKFWE,KWUSDQSEGBOE,1,274
MYFKHO,,,1,132.89
VINTHG,DXSPQANUKYFLYH,,3,363.33
TOUHOX,,,3,332.67
BLSVGD,NSHJCRAVGQCHGR,BDCKOMSXXLKH,1,161.85
CJFZEI,,,1,141.79
YVTRPF,FGPCKJIWORZMKX,,3,261.03
ZMNKSY,VSXBOINOYDXELX,,2,238.09
CTUXGN,HFTXBEQXXCRKYV,GDOMLWTZRGMA,1,51.61
QRTZLM,ETJCIXNTVDVENS,,3,247.4
MKXEDA,,,3,472.23
TUMYVK,,,1,370.51
MZAWPC,,,3,270.29
BPESVZ,WVIXNILLHXPSFV,SXYVBXFKRVSC,3,210.37
ISKQUY,,,3,410.08
KODYCZ,SKPYFIEEXASCBX,,1,480.14
KLAVSX,HXOTGJLUWPRWEQ,BTOVDZHYWGYK,1,260.79
AGCNRA,,,2,377.31
WFYZFW,WYLMHUIZDIVCAX,JWNFBQBSHFHO,3,375.57
XIZUGJ,,,2,468.18
COWVNK,ZNKGXDSSHUZWKM,ENFVSTWXIUOL,3,33.53
STFYQK,YPGYHILEWOYBLN,RPBFOONUPAEY,2,138.08
XNHVWJ,,,2,132.85
KIUDBB,YRAXQFDONPSDVI,,2,61.34
XJGDRK,AGQJMCJXWWLXZB,LHBBACXJWCGX,2,671.15
TYOASL,RGQSRWWUQWRNUE,,3,40.51
WBYSFL,,,2,180.07
HYTHVO,,,2,566.91
HEOLUE,VCYYEZBOLSPETA,,3,494.1
DNRCRJ,JYHQODFBHGGQEX,UEGIFMGONXUK,1,437.62
VPGJBE,IJIAUIDUYXCVOC,,3,554.4
GSCQTL,VAPCCDKZTNXNAT,,1,244.89
JVDAXS,WVYMWKVENAHSIM,EDWNAIVZOVDY,2,317.31
UABQMG,,,3,524.84
JEOBAB,OMRGZBPSDQEVSU,OWNIWDQOKBPT,1,459.58
MGFXQK,,,2,402.71
PCLMLY,RWBXBPZDPATPKA,,1,311.2
NXIPJH,NQLTIZTHVZFQEX,,3,137.16
MWSETO,,,3,129.8
CQBIQY,,,2,336.59
MASACH,XNLQKVSVETSQBX,,3,583.3
CUCPTS,,,3,617.16
VCUPWK,EFZJDRWSSZMXGX,,1,480.06
FQOMLR,ZZQSMCVVMIJMGH,,3,231.35
VAVHUJ,UKLNSIKIJRKQUZ,,2,406.86
XFBSGN,,,3,330.65
LQLNOM,,,1,247.28
SJKBHK,WOWGCGMKDOVVKJ,,2,54.45
RDVAUN,,,1,435.19
EAXIVL,ZIITWSNWPJSAZK,,1,190.83
CJIAWD,VDGIMJDTEYXQQO,,3,400.56
ZYVXRR,,,1,616.13
EFYVKT,,,3,105.96
KEKMMH,,,3,48.92
OXEMRL,GWCJZOCSFZVCOV,,1,449.93
OWGCWL,,,2,198.92
FUIVQE,,,3,282.31
LSQOGH,LKELKCNVRNGNLT,MJHTZXFTGXKF,2,355.7
WDRTYU,MWLRLETYZXPHUD,,2,440.71
VCYHNV,CABFYGGLXWIBDE,,1,128.43
DPKRXG,,,1,237.69
NODXXC,,,3,55.69
WXUCTZ,,,3,364.76
FRYINS,,,1,253.62
UTAKKM,,,2,305.27
RCKMDB,,,2,373.06
ZEZCUC,,,3,626.51
WRSJOG,,,1,146.1
ZLZZEI,LOYGDVOZJJRPCJ,FCROXITPPMSD,1,309.34
ZAVDOC,,,1,575.12
XWKNVL,CVBRJLPXQZIXQG,,2,47.48
NOQBAW,JJNMUXWNDMZQFP,,3,118.14
JHZCYS,,,1,567.17
XMWWGA,PBMTQDFTOASZWP,,2,357.01
BOZJHX,,,1,221.04
RJTVHZ,ZTYHZAFDNWLXJY,BXCUPXEQGTWO,1,149.25
CDUQSU,,,3,275.15
RYDLAX,CVBRJLPXQZIXQG,,3,249.72
FVEUEJ,VOPYKPESOPKNUJ,HWYZZZLPWCEH,1,502.59
HNXBSP,,,1,303.78
VJUDVS,YUVFXVGLRPXIWM,,3,125.6
VTRUNT,,,2,512.56
VPMACB,OPENKBXEVSUCZH,,3,145.56
KGNTBT,HCJFNJNHGHDTIU,,1,602.93
IVMZOJ,WCXFAOLWFRTUUJ,XGUSAMJWRLNX,1,377.71
JAHVZR,WVYMWKVENAHSIM,,3,79.79
DDKVOH,EMRRUSUVDDAKLU,,2,47.4
BLYULW,KAFTCONUJCNALJ,GYTREDKVZKKU,3,390.17
FUIVQE,,,1,231.23
AGWMBG,MFHAJMVTLXJTQH,,3,516.28
ZKAIZI,,,3,69.69
WEYIRG,,,3,352.75
XGCPNO,,,1,598.55
JHODYF,,,1,119.88
YUEDXJ,DYUCHSEUWZMUXZ,XBCSTZKHTUNG,1,192.01
ANXCUI,BROZYUDGFDBFIV,,3,299.19
GOHWAZ,XBJZBSMBXQOCXT,,2,19.33
MFDIME,,,2,394.19
TEOITL,,,3,507.18
ALISVD,,,2,326.89
PIZRVU,,,2,123.59
YPOPFX,,,1,163.01
FMJTHT,TRCFVEFTRVEVBH,JZOMZLEBCYCG,2,355.01
IGNNEY,QMZHBFUTPERHUT,,2,283.55
YCMFGK,,,1,278.05
QQGNXQ,DTIRZHVIFOURDF,ZVTMLXWYYLHE,3,465.62
EDNKTV,FXWXKCYYENIUSL,,2,347.42
WSSAMK,,,1,616.65
QFGVAN,YAZOAXOPAOCMTI,TYVRQLTYZOHN,1,102.84
QIQVFG,SQWIAEXFIHSALT,,3,407.93
OTYZVC,MJQWSWNWWATSFR,WNVJGNTJGVCI,2,172.53
NCPWBA,TKOPWUJXSGGXEA,DQTBFHCPNIJX,3,244.54
ZSMKAY,DMJJCZXVIVIDWX,IXPBQOJKYJIA,3,604.88
ROIYEN,,,2,497.96
IIIYOD,LTWDBWFSCSACYQ,FYFBQGTVXTEX,1,542.56
DLGQHG,,,2,420.72
LIYRNJ,STOTOYLAKJQKFF,,2,402.98
XCLAMX,,,1,294.07
FVEUEJ,ORTDQPZSECNGNH,EEBVRVUKZOEH,3,403.95
PJZGJE,,,3,170.64
NCPWBA,QRIUBAXHXNUZIM,,2,233.62
WFDJBH,,,1,351.52
RIAZZI,DXSPQANUKYFLYH,RTIGUUWMIQXD,3,16.18
MWSETO,VYZPQXWGLBFHVC,SGSZOVCWTNOY,1,91.42
XHKYHU,,,3,392.92
FIOEKN,,,2,333.93
AFFWQK,VNGRVVCANTYCGV,JWNFBQBSHFHO,2,232.46
VIYDHE,VUBHYQLZZQROWD,DIIAIHDAQHVM,3,286.92
BSIOBS,YCWTVQNYATHDKB,,1,385.24
HCKJLU,WPAVOUETESROGD,,3,229.19
FMNMQW,,,2,528.36
AGCNRA,,,1,377.31
RMXYRB,SEFMLNSBBYYEMJ,,2,500.57
FJTVPN,DFTBOLXNVAGUKE,QSRGZMKPXDBE,3,628.82
RQNXCH,BIFFXIMDORCDVP,,2,17.61
SAHSXG,ZQHDNJTTIAYECZ,,2,91.79
HJZPZE,,,3,484.36
HARCEQ,EADEXETGYEYNSM,NDHKEECDGBET,1,269.45
YXHGIA,,,3,84.03
VXGMYH,UQGTTHRPKBDHUM,,2,480.98
DTQPJO,,,2,250.07
BXRKCT,RPNTBPBHCXNAHW,GPKUYFOMZRGN,1,33.63
OCXSXU,,,1,507.17
MRPHNZ,,,1,183.55
ZSHPBK,,,2,451.89
PQVTEO,,,1,109.52
HYFZSM,FYGYQJCASFTTVH,,1,425.77
NDVYEK,TACCTDZEEXQUWJ,,1,483.09
EURSYE,SNXCBEQRGOKRRY,,1,535.12
PKZMUQ,XVRYMRTTPAWSKJ,HOUZRWSQITUH,1,353.17
PGCMZU,KLIXKLXWFSHVOU,THGUDTPDNXFU,3,191.64
PEKVHX,,,2,16.65
AQRDTU,XVGQCWPXQGGTSA,KURGKPVKPSQM,2,333.63
DFTXPJ,NEZXBYSJQOBEHP,,3,163.63
MWDMHV,,,1,174.6
OMSQHP,XOKZHKQXYEIPOG,QOBOUFFLMNSE,3,587.16
KUMYTF,,,1,327.96
JGTJAP,,,2,466.67
MLEXST,CBUKNMZBZVMMGR,LPQKRYPHYISG,3,402.73
ZJFFDP,TXASWXRDMHLMAK,,3,493.62
NIVGKW,,,3,579.43
XKPBJV,QLKQCVCBGVZAGC,OKYMLPRYRZEL,2,38.02
KUWIGU,,,2,570.5
AAVAIE,MWLRLETYZXPHUD,,1,141.39
OVOJZK,,,3,433.64
PATGRA,SXSQZJYZTGUFLI,XQJEJSSSWDLO,2,299.46
GZXHOK,,,2,301.18
BLZKPY,RXEJVFAAEWDKZV,,2,78.27
BLCWAG,NSJERDKRNAJKQR,LUQFPHXVRGZX,1,428.15
MZAWPC,QXTYZXMHQEZOWB,VUIVWFKIZBNQ,3,266.95
UXJIAW,YOARLCXLSVBKQL,NYZAQJIEXRFS,3,344.16
DALMSE,OMRGZBPSDQEVSU,,2,399.33
MFEQZH,,,2,85.4
AJKHPF,XLBGDVLKHJXVJB,PVNGYOBDSJNP,3,481.31
CDYTLY,QRIUBAXHXNUZIM,,3,41.69
BAUEIN,EZLKATYPGHQGAJ,,1,112.06
DXWFPK,,,1,483.88
TEFZYQ,GNFUCJPCCWGJSZ,,1,490.36
MUQGNV,ORTDQPZSECNGNH,,2,418.78
YGUJAN,XBJZBSMBXQOCXT,FHVKAYJNJDPC,1,455.91
OHWKXS,,,2,166.43
UCHYJP,,,3,424.75
SPTGPR,,,1,474.96
OFSCEF,,,1,351.93
AIVBTM,,,1,235.22
SIOUJR,RSTPLLWFJLRBUE,YQULQKGWXWML,1,521.26
IOAQJA,,,2,99.07
OTKKOM,MMSFVULVSPMLZL,,3,519.88
UROSHX,,,1,250.94
FJHTJR,IHYTTXCEQZRVWN,FHVKAYJNJDPC,3,511.49
DLAKHA,,,1,406.67
EHRWWL,,,3,241.28
LDVRIZ,BGMCDNYNGFVHEE,AYWOWRHIZQHO,3,69.73
XFCOFI,,,1,436.45
VWLPPU,,,1,53.64
HECRUM,QMADWMVLEDQSPS,,2,187.64
WFARKF,,,2,244.73
JEBIVM,HLGIDCYNNUZMLQ,,1,240.58
QFCKRY,,,3,535.52
AQVXEX,XSHRIYLQQFVCDJ,,1,53.83
AVKUTO,,,1,346.53
JDXXSN,INOTGNRVSFFNLR,RLVGUGTDGDEI,1,271.07
LMIRDU,,,1,630.11
HDBTOM,,,3,247.04
MFRRUY,,,2,457.68
GTLVKL,PKMGQUKJPOODHF,LFOWIOQEWXNF,3,127.59
ITERER,,,3,478.85
HOGAQB,,,1,301.23
PBLDHU,,,3,399.11
YVZQCT,CEHWPWZAZBSJGU,,2,607.46
TLNZMS,ECGAZWUVCULTIL,CDSUJDJMZTUZ,1,426.57
MZGIWO,,,1,65.35
BDMZVD,,,1,51.3
UCHYJP,MHVONQQRTYNYWB,YSDFNIZBVHTJ,2,515.43
GEEMLT,NPZJJKVXUBPROD,EPDBSCHWMZVU,2,371.18
GMHALG,,,2,472.75
OJRFSN,TXASWXRDMHLMAK,,1,79.86
DPKRXG,,,2,216.8
WHLNNG,,,3,463.95
ZFSXIR,VDGIMJDTEYXQQO,,1,244.39
ZZHRNW,BHTUBXQNJDJKOF,,2,179.67
DYZHBF,,,3,238.64
KNYVQS,,,2,551.26
NUAYUM,HVNPJSKZIJZTGA,LHKCBJZJNXVP,2,261.84
QVOODM,,,1,100.45
JDKDGE,,,2,218.78
KYSTJT,,,2,81.06
BSYMUO,WAOINRPYKFAPYX,BMANKWLFZRMM,2,405.93
VVRKVP,JVNHZDYBSEHRND,,1,196.07
DMMCHJ,TIQMBQJKEODESP,,3,240.51
VVZEVA,FZYRHRQOZJWEXU,IMYVXOZGQWMI,3,377.09
OCUBWX,,,3,38.34
TPWMTC,,,3,77.95
YWLVDR,BOCNUEKCFYHLRG,MHSJADYDFBPY,3,350.7
PIRBZW,VZDOMPTFEBLUQK,BXLWBEBFBPFG,3,390.84
NSTMEG,,,2,390.39
MTSPSH,,,3,238.27
GUNJCQ,JJNMUXWNDMZQFP,IMGNVQMJOART,2,168.75
ZLFRIA,,,2,374.17
HJHFZL,,,3,685.68
SIUOJS,LIKMNILJZHXCAQ,XZGYJRNLCNJY,1,62.14
AVJWJN,,,1,436.6
RNLEHS,FIPHMPWQQRWWGO,,2,223
FTJPYT,,,3,322.96
PDMHDZ,ULEDFHZVVKQECR,ZCXVZQNRYQWL,3,581.18
DICSUX,QBBHWXBLYMKPLN,NTVHKHIHWWCT,1,159.48
SXLWYX,NAHJRORBNTGIMN,OLZODACWDIXB,3,530.3
CRJKZW,,,1,28.79
EVLJXF,OJHVDTDXCQUOSJ,LWPSYFPJNZNM,1,350.52
HTKNHI,FRYBODGMOFBLBY,YKJBNKCGRIVB,2,513.22
JJXOYR,,,2,72.98
HYOZUS,,,1,463.47
DICSUX,,,1,147
YAQXSY,,,2,112.74
XFCOFI,,,1,349.16
GWDIYI,,,1,244.15
IFZUNU,,,1,123.14
LWKOPY,,,3,635.76
PJOINX,ZYDLMBLFHGZMOS,,3,280.59
DYEPYW,RXEJVFAAEWDKZV,DJYZMVAGXMCK,2,105.16
OJASXB,GWCJZOCSFZVCOV,,3,384.88
SULHCS,,,3,264.33
KCILBZ,,,2,53.18
IPLSKZ,,,3,398.34
AVVJIX,URYRSTDCDYMLNJ,,3,245.24
CDJBPC,SQWIAEXFIHSALT,,3,90.25
YQBNMJ,ESSZVMCEAIPYVN,LDZFXTYKPIAZ,1,132.27
NNGMCW,MVPCNTLWTAOPLC,UVDKJFJSAYQO,3,458.72
SXLWYX,GDJUGVWKJFEOKI,,3,570.71
RTUVFB,VLQYOEBBARFHXU,FNSHMSBFCISS,3,550.32
OFXHBF,LLZMMSEKZGQZSH,PXMFVTLLSHCV,2,115.4
ZYFYCT,HLITXZUSDZSVHQ,,3,379.43
ROFHDR,BIFFXIMDORCDVP,WYZIFZDMJPCN,2,350.36
VOYUHO,OWCSBCZLICAHHB,,2,107.69
MRRCYT,EFZJDRWSSZMXGX,,3,253.85
NLTNKK,XVGQCWPXQGGTSA,,2,75.34
WLLDTL,QACGHPRCBSCGBF,POYNLYPBKECF,1,146.03
HUFOSW,LSPPSBHPUABPYI,,2,607.16
NHKSKZ,YRUWHPVYBQJHCR,,2,260.22
RQDWWL,RCYPZXUVPXWCLR,,2,450.69
HXQXLY,,,1,184.39
DHHNKQ,,,1,668.97
CRMQIQ,LGNMYBKSMZFUYR,WGBVNWTDTYHV,2,277.58
WRCLCH,,,3,308.38
JQESSY,,,2,301.64
MANQGU,TPGFQPQSICIVTM,,3,83.56
UDVBXC,PTJFUXXRLRZUXC,,3,387.79
KIDUDZ,,,2,481.56
NNJHVY,GWBYMIOUTREPNX,XFYUDQKSTSFB,2,478.35
WBXPHA,,,1,655.15
AYFDHX,,,1,336.61
ORBCJW,,,3,138.84
BQFFDQ,,,2,42.73
RXKMNA,AQQXZLBINIBPVN,JFZJMGRBGFBY,2,506.77
XXWYXL,,,1,137.12
QCMEHX,,,3,285.72
HVPYXO,JTIYAWLYZWGOLR,,1,484.77
YVECVT,OJHVDTDXCQUOSJ,,1,444.95
NIOZLC,KJJDZTDDIUGDAN,,1,140.32
IGDPNN,,,3,278.59
OCOQUH,,,2,16.61
HBZHMJ,XSHRIYLQQFVCDJ,,3,13.72
BGMKIE,CKTAZQGXASXMVQ,,2,517.36
ZVGMOZ,HCJFNJNHGHDTIU,FFIOIYVNRIHB,1,697.42
ZQCVLW,PZDBMRCXHNSNKG,,1,138.9
VPMACB,,,3,148.03
TTCMUO,EHSOTTFRYONUGY,,1,196.86
OVNPGA,FSFJUSAYKTHWOQ,TRNUUFJFFBOH,1,141.2
IIBEWR,NLYOFDESRNZBFB,VUFWYALDUXIA,1,58.14
TJGMJE,,,2,142.94
WOAIXA,QRIUBAXHXNUZIM,GLBFHFQYGTGV,3,364.39
GPVDUE,,,3,572.76
FXEQYV,,,1,383.06
DMIGET,ESSZVMCEAIPYVN,,3,100.51
NPYJOI,GULAXLOZUBRFLW,,2,323.57
PTZTZV,NJFGQKWRFTZBKM,TFQBRHPFUVEG,2,151.29
YFVCID,CZCBWGVPRKZQSC,DLFRNSFGQTFR,3,584.55
JHBIBM,,,2,86.39
DDDBIL,,,2,426.55
LSNTPL,,,2,65.42
BYPFCC,,,1,41.3
ROLPTL,,,2,338.91
LYGWFX,,,1,67.41
KBMZML,,,3,54.84
ILVWWE,,,2,22
JPDFNO,ANGWLWJLYYJIXF,,2,308.42
GMSOZS,,,2,428.2
MAINXM,,,2,267.94
VILOKT,EZDEDJGIHMENYM,,1,593.74
HNQNFD,,,3,522.05
MBZSFC,,,2,104.79
DSMCBP,,,1,672.32
NPYJOI,,,2,253.61
YVZQSR,AMGHGMXIMHVAGD,VUZPLCCGFCRE,2,287.9
DLGQHG,,,3,373.98
FNOJKO,LIVBZBBCQCWGWN,EEPRLVIPMGGA,3,135.75
HPSSGK,VZDOMPTFEBLUQK,SVZHNJHQIZNE,1,329.13
JDHMTD,,,1,160.3
XUAYXU,,,2,395.67
CVCMZA,JAJOSUEYHGOKKP,,3,315.4
WZTVEP,KHTLMNIDFTQKWX,IOAZOQDGYOVT,1,232.66
JXMIZH,,,1,664.23
HOKHKT,,,2,422.51
YOKIVV,WVIXNILLHXPSFV,MVHJWLZRKAHU,1,293.98
QEMPAC,QKFSQRKXPYAMCP,,1,609.88
UACGIK,PKMGQUKJPOODHF,,3,48.43
CMBRYF,,,2,634.88
DKNLWG,IFFFRKMDSBWNUC,,2,26.93
DDJAFP,FGPCKJIWORZMKX,,2,314.22
GEIRRL,DVRHFSDRZZHVQQ,IREGFWFMRLXH,2,266.88
IVMLEB,MAKZDZVIVRBYVI,TFKBSXHECNWZ,1,286.55
OQTEKF,UQVCGXHCUFZXNM,GWAVXZKJSIAD,2,394.89
GUUOFS,,,1,120.83
WAWODS,,,1,609.79
TQCZKY,HLXIELKZTBHYIB,CAJJITJKNZGC,1,413.84
LPGVGY,,,3,604.86
YHLEHG,CWIMLMOPZARVSX,UQHYHIPCARSB,1,553.19
PZTHJL,ZXLTUDZARXDCWV,VODPPXANEWIS,2,24.91
TTUPCA,,,2,91.22
FUIVQE,,,2,298.45
NRHHDF,XTHGZDRDGFFJOV,,2,349.27
DGYFRX,STOTOYLAKJQKFF,,3,454.43
WUYZTK,VUBHYQLZZQROWD,,2,115.53
NYLTTF,,,2,353.43
EBENWB,,,1,634.62
CTZBOR,,,1,454.77
EIAVGO,IHYTTXCEQZRVWN,LDZYOILTIGNK,1,228.19
WSQFCU,YYPOBDAUFMWDCV,,3,164.84
SRAVRA,,,3,649.9
DIPAAN,,,1,549.72
POMVQB,RLWYTCPVMZNROR,FQKKCQMLFNMZ,1,145.51
PHXYJG,,,1,294.29
WGYMVZ,,,2,522.92
KLZMZI,,,3,259.8
TIFVHV,,,1,247.63
LAPKGG,,,3,432.08
ZRCQAJ,UERRUZRLMUYDAQ,WJGRRZEJYDHA,2,325.61
MYWVOB,SNXCBEQRGOKRRY,NPXSXVTJATPO,3,90
XLSRYD,,,2,581.91
NGPOGH,RZYGEVYVRGPONK,,2,312.61
DEXJKD,VZDOMPTFEBLUQK,EWVNOMEVQXQI,3,222.79
FRGKLJ,,,3,344.41
RUFJVF,IOAADSVPVRUPTA,YHHAMSJJYHBQ,1,445.49
XSTSGQ,,,1,295.85
TRBPSL,LZDRTTXHQLPRGV,,1,428.46
OVONLP,,,1,459.44
JDNOFG,,,1,669.17
NRHHDF,WKAXOTFPFMIZXO,YVIFMPTITFYH,3,382.14
ADRSQC,,,1,384.54
QCMEHX,FKRQIJIBHYMYKU,,2,293.59
VBFKHK,INOTGNRVSFFNLR,BHYDQLOACNWH,3,404.75
OXHFQI,RXEJVFAAEWDKZV,SHPAMQNUNDJP,1,551.71
EITTPS,,,1,641.74
RXDMRY,RUKHEBAJALWYKK,,3,37.67
KMJXJB,XWGJCOAMPBWVEL,BVNZGHXIUNQU,1,307.69
NENKBD,CWIMLMOPZARVSX,PBUBIHFNLVYM,1,169.86
DJPBJB,,,3,278.39
QWTEKO,,,3,121.63
KLBIUG,,,2,530.71
XVORIP,,,3,487.99
WELLRN,,,1,351.37
VNDUAW,,,1,331.59
MHTYAO,UIZQAVHZPHDQHM,EGEBPNIAWHFB,3,457.76
HGTFKR,DTIRZHVIFOURDF,,2,291.07
HWCKPJ,,,1,524.24
MJSTRN,,,1,322.76
WYJZZN,CZCBWGVPRKZQSC,DTMQQOWDQGGA,2,17.59
NFVHSI,,,2,244.71
ZNUKLR,,,3,329.89
MWQNTT,,,3,109.77
YHMPME,,,2,109.02
LFWFYL,AQQXZLBINIBPVN,QKODGIKGVYUG,2,269.05
MMRTAV,,,3,22.07
YQYTAZ,,,3,78.95
VWJXAG,NTTGIDJDKJAZWJ,,1,56.9
LFZMBM,DBGQOCYFKFHGYL,MQAVPCNUQDVW,2,492.2
LBJRCQ,ZMSLNSLPTHCGQN,,2,277.23
CDTLHW,HNDBOLUEJSVMQZ,,1,592.54
RWUHYQ,,,2,334.07
UGAHAF,HKLZHIESSWXOMN,EBLSHJTRODUQ,2,426.34
OVCBGX,,,3,421.98
ONWFIX,,,3,39.59
JDNOFG,,,1,457.55
JZYYCC,OJHVDTDXCQUOSJ,ZRQGUGERFCGT,1,276.37
PCXZFL,QACGHPRCBSCGBF,,1,408.09
WKMKTG,,,2,150.15
DQIVBF,,,2,420.44
RNYFET,WCZXVIGFOCRPXQ,,1,366.91
JUAYNG,XVGQCWPXQGGTSA,,2,141.52
MXTUAU,VCYYEZBOLSPETA,XFAXCMVRPEBJ,1,148.02
UWYYNX,,,1,225.19
PFQASF,,,3,197.75
KSLNFZ,GWCJZOCSFZVCOV,ONLVPKGQVSUI,2,480.3
XISRZD,RRTLITGWBNLAML,,3,438.94
JOWBCQ,DFPBCJZLPFRJPB,,3,587.86
VWYVBC,,,2,140.8
UJPHRT,STOTOYLAKJQKFF,EWMIPWUQWQZD,3,376.68
TIQMZY,,,2,555.94
ATQYKJ,,,1,394.7
BWCPLB,,,2,167.91
XKIGDB,,,2,640.1
CDXTXA,,,2,91.95
NIJGSA,,,3,123.56
LXXOHQ,KEJVKXNFAFYODP,DLZEKAEXPBHK,2,447.49
ZFHVSW,,,2,634.72
NNVWPG,KLIXKLXWFSHVOU,YUATELPJSCHI,1,528.68
ZMYBHM,HFTXBEQXXCRKYV,XSHPWRCRHEBF,1,651.71
MDUSLJ,,,3,410.97
DMFTJM,,,2,210.48
BRWKDN,,,2,215.83
WGWQSF,AGQJMCJXWWLXZB,,2,99.6
PPXJOC,,,2,16.83
UEYUUK,WVIXNILLHXPSFV,HUJHYPYVOFVU,2,60.19
IVWSHT,DZONTXCAWKDWHS,NRVTOBWMRPRA,2,296.62
MPKWEQ,,,3,490.79
KWNNAS,,,1,66.47
EXTBXK,,,3,83.38
PYGHMA,AKVCRRNBHODSSA,PBYEAMQNPYNL,3,417.32
ZVCGHZ,ZXLTUDZARXDCWV,XUSKCRAYFMTO,2,354.43
HDLBVB,ANVGHQYSATHYNI,FHTLAWBTKFTZ,3,58.93
RSOYDO,,,2,428.43
RURDFV,,,2,237.43
PHELAC,HZYCBZEABONAMU,,1,403.86
ERDNDQ,,,2,297.52
TXLHLB,SEDEWBHTTEJHME,LLWSGJTZJIFC,3,501.26
YHLEHG,IAQMPNKGVMGKZD,DDWFNZHEBFEM,2,420.8
AREPMX,,,2,50.48
JQGGLK,MNHNYKWZFMAUGK,,3,560.17
ULEUSI,,,2,523.05
DKDTUV,,,2,21.34
ABIYWS,,,3,66.78
HZXJPG,,,1,115.65
BCYBRB,,,2,302.65
NPYJOI,,,1,335.23
VQJQYY,SDNGQJVONNBRAD,,2,61.32
TKGEJB,,,2,494.31
MFGSKX,,,2,268.04
UQZEYQ,XUVVDDVFKWRZVS,,3,542.86
YBYFVZ,,,3,202.64
DKJNJK,MFJLMYDGAPIMNS,,2,166.2
IBLEED,JNSPJHXIEPVHUK,,2,441.32
IQZMMQ,,,1,533.06
BEJNHX,LKNRCEIWFUTMHA,XGFOIGYWPVUF,1,133.43
YIDVHI,,,1,143.19
ZVDLWQ,TXASWXRDMHLMAK,,3,154.6
YUZEUH,LGNMYBKSMZFUYR,,3,586.99
CORMCI,SEFMLNSBBYYEMJ,FXGEEGWKRMGP,1,454.51
CMFCOE,YVSIRCBKRWJCEB,TEEZYOXYPIXH,3,414.69
UVXHFK,YBYXANBLLDKFWE,RSOPQVNSILXJ,1,90.43
YAEOAG,,,1,137.94
DBVYPE,,,3,128.11
UZENLQ,,,3,602.11
CFFRQO,QMHXXSWGVILRYG,IRYZMHCZGFUZ,1,103.61
HRFLRF,XTYFADRZIQVBET,,1,374.93
HTILHI,HLXIELKZTBHYIB,,3,612.45
UPMOPB,,,2,25.9
MRRCYT,,,3,190.39
MHVSTD,QRNAVWLPUZQITP,,3,482.34
XUYJJZ,UKLNSIKIJRKQUZ,,3,171.98
ORFWIB,,,1,44.67
ISUGZF,,,2,372.87
ASSHXR,,,2,412.21
LCMZPC,,,1,498.87
HKJTNE,TFMGIHDKYDRTPW,BGUHGDFOHYBJ,2,441.73
XBXWRH,,,3,342.66
MHMKLK,QRPNZPCMXDVXKQ,XJCEENHSXYPO,2,621.44
AKTBXX,YWPWGOPGNJIBNH,UHFHUCMVMNRF,3,159.1
ELNZXN,,,2,421.2
QFGVAN,,,3,117.89
PHMQVR,,,2,324.72
QIAUZY,FZURKKZQCNWNTK,,2,224.02
NRRFZJ,,,3,416.66
YFPQSH,QRNAVWLPUZQITP,,1,82.9
UWVANF,,,2,324.79
PMZMII,ZTTZIDSLAMDSTV,AENRZXGYOBHH,1,387.57
VZRJKA,BNQCPIQBCWUIJE,VCLICQOKYIFK,3,122.52
TAXUSQ,OWCSBCZLICAHHB,GQJKAFXMXNSI,3,411.17
PRVZQM,SUNKLOSPEWWOZN,,3,93.27
XJIESS,BGBMMAOFBNPGOC,,1,257.32
RLISFM,MFJLMYDGAPIMNS,JPPCFOUWQHPX,2,425.35
CLXZDB,,,1,503.68
IXEXME,,,3,647.22
